doi,geo_demographic_source,country_code,geo_demographic_total
10.1371/journal.pmed.1001362,twitter,NL,10
10.1371/journal.pmed.1001362,twitter,UG,3
10.1371/journal.pmed.1001362,twitter,FR,3
10.1371/journal.pmed.1001362,twitter,PE,1
10.1371/journal.pmed.1001362,twitter,GB,30
10.1371/journal.pmed.1001362,twitter,PH,1
10.1371/journal.pmed.1001362,twitter,CN,1
10.1371/journal.pmed.1001362,twitter,IN,2
10.1371/journal.pmed.1001362,twitter,IT,1
10.1371/journal.pmed.1001362,twitter,BA,1
10.1371/journal.pmed.1001362,twitter,CO,1
10.1371/journal.pmed.1001362,twitter,ES,9
10.1371/journal.pmed.1001362,twitter,KE,1
10.1371/journal.pmed.1001362,twitter,AR,1
10.1371/journal.pmed.1001362,twitter,AU,9
10.1371/journal.pmed.1001362,twitter,CH,3
10.1371/journal.pmed.1001362,twitter,ZA,1
10.1371/journal.pmed.1001362,twitter,TH,3
10.1371/journal.pmed.1001362,twitter,CA,7
10.1371/journal.pmed.1001362,mendeley,NZ,1
10.1371/journal.pmed.1001362,mendeley,ES,7
10.1371/journal.pmed.1001362,mendeley,ZM,1
10.1371/journal.pmed.1001362,mendeley,NO,2
10.1371/journal.pmed.1001362,mendeley,TZ,1
10.1371/journal.pmed.1001362,mendeley,DE,3
10.1371/journal.pmed.1001362,mendeley,PL,1
10.1371/journal.pmed.1001362,mendeley,IE,1
10.1371/journal.pmed.1001362,mendeley,GH,1
10.1371/journal.pmed.1001362,mendeley,NG,1
10.1371/journal.pmed.1001362,mendeley,KR,1
10.1371/journal.pmed.1001362,mendeley,PT,3
10.1371/journal.pmed.1001362,mendeley,US,22
10.1371/journal.pmed.1001362,mendeley,LU,1
10.1371/journal.pmed.1001362,mendeley,NL,5
10.1371/journal.pmed.1001362,mendeley,BR,6
10.1371/journal.pmed.1001362,mendeley,FR,1
10.1371/journal.pmed.1001362,mendeley,PE,1
10.1371/journal.pmed.1001362,mendeley,GB,25
10.1371/journal.pmed.1001362,mendeley,ID,1
10.1371/journal.pmed.1001362,mendeley,IN,1
10.1371/journal.pmed.1001362,mendeley,FI,1
10.1371/journal.pmed.1001362,mendeley,IT,1
10.1371/journal.pmed.1001362,mendeley,CO,2
10.1371/journal.pmed.1001362,mendeley,AR,1
10.1371/journal.pmed.1001362,mendeley,RO,1
10.1371/journal.pmed.1001362,mendeley,KE,1
10.1371/journal.pmed.1001362,mendeley,SE,4
10.1371/journal.pmed.1001362,mendeley,MY,2
10.1371/journal.pmed.1001362,mendeley,CH,2
10.1371/journal.pmed.1001362,mendeley,AT,1
10.1371/journal.pmed.1001362,mendeley,ZA,1
10.1371/journal.pmed.1001362,mendeley,TR,1
10.1371/journal.pmed.1001362,mendeley,CA,12
10.1016/j.matcom.2012.11.009,mendeley,JP,1
10.1016/j.matcom.2012.11.009,mendeley,US,1
10.1016/j.matcom.2012.11.009,mendeley,DE,1
10.1016/j.socec.2013.02.025,twitter,GT,1
10.1016/j.socec.2013.02.025,twitter,US,1
10.1016/j.socec.2013.02.025,twitter,NL,1
10.1016/j.socec.2013.02.025,mendeley,MY,1
10.1016/j.socec.2013.02.025,mendeley,ID,1
10.1016/j.socec.2013.02.025,mendeley,US,1
10.1016/j.socec.2013.02.025,mendeley,ZA,1
10.1016/j.socec.2013.02.025,mendeley,GB,2
10.1016/j.coastaleng.2012.11.007,mendeley,CN,1
10.1016/j.coastaleng.2012.11.007,mendeley,US,1
10.1016/j.coastaleng.2012.11.007,mendeley,EG,1
10.1016/j.coastaleng.2012.11.007,mendeley,GB,1
10.1016/j.coastaleng.2012.11.007,mendeley,CO,1
10.1016/j.coastaleng.2012.11.007,mendeley,BR,1
10.1016/j.jtrangeo.2013.06.003,twitter,US,1
10.1016/j.jtrangeo.2013.06.003,twitter,GB,2
10.1016/j.jtrangeo.2013.06.003,mendeley,DE,1
10.1016/j.jtrangeo.2013.06.003,mendeley,US,1
10.1016/j.jtrangeo.2013.06.003,mendeley,DK,1
10.1016/j.jtrangeo.2013.06.003,mendeley,BR,5
10.1016/j.jtrangeo.2013.06.003,mendeley,ES,3
10.1016/j.jtrangeo.2013.06.003,mendeley,GB,4
10.1016/j.apenergy.2012.06.052,mendeley,ID,1
10.1016/j.apenergy.2012.06.052,mendeley,US,2
10.1016/j.apenergy.2012.06.052,mendeley,IE,2
10.1016/j.apenergy.2012.06.052,mendeley,CA,1
10.1016/j.apenergy.2012.06.052,mendeley,MX,1
10.1016/j.apenergy.2012.06.052,mendeley,ES,1
10.1016/j.apenergy.2012.06.052,mendeley,TR,1
10.1016/j.apenergy.2012.06.052,mendeley,GB,1
10.1016/j.jval.2013.02.017,mendeley,GB,2
10.1097/ta.0b013e31829849e5,twitter,MX,1
10.1097/ta.0b013e31829849e5,mendeley,PT,1
10.1097/ta.0b013e31829849e5,mendeley,CA,1
10.1177/1524500413506583,twitter,US,1
10.1177/1524500413506583,mendeley,MY,1
10.1007/s12571-013-0294-4,twitter,DE,2
10.1007/s12571-013-0294-4,twitter,IE,1
10.1007/s12571-013-0294-4,twitter,NL,1
10.1007/s12571-013-0294-4,twitter,GB,10
10.1007/s12571-013-0294-4,mendeley,NZ,1
10.1007/s12571-013-0294-4,mendeley,PT,1
10.1007/s12571-013-0294-4,mendeley,JP,1
10.1007/s12571-013-0294-4,mendeley,US,1
10.1007/s12571-013-0294-4,mendeley,CH,2
10.1007/s12571-013-0294-4,mendeley,BE,1
10.1007/s12571-013-0294-4,mendeley,FR,1
10.1007/s12571-013-0294-4,mendeley,GB,10
10.1016/j.strueco.2013.06.006,twitter,TR,2
10.1016/j.strueco.2013.06.006,mendeley,PT,1
10.1016/j.strueco.2013.06.006,mendeley,MY,1
10.1016/j.strueco.2013.06.006,mendeley,IN,1
10.1016/j.strueco.2013.06.006,mendeley,CO,1
10.1016/j.strueco.2013.06.006,mendeley,ES,1
10.1016/j.strueco.2013.06.006,mendeley,BR,1
10.1016/j.fct.2013.08.020,mendeley,JP,1
10.1016/j.fct.2013.08.020,mendeley,US,1
10.1016/j.fct.2013.08.020,mendeley,LU,1
10.1016/j.jtrangeo.2013.06.004,mendeley,ID,1
10.1016/j.jtrangeo.2013.06.004,mendeley,US,1
10.1016/j.jtrangeo.2013.06.004,mendeley,GB,1
10.1289/ehp.1205693,mendeley,US,6
10.1289/ehp.1205693,mendeley,ES,1
10.1289/ehp.1205693,mendeley,CO,1
10.1289/ehp.1205693,mendeley,FR,1
10.1289/ehp.1205693,mendeley,DE,1
10.1371/journal.pone.0076783,twitter,US,1
10.1371/journal.pone.0076783,twitter,CA,1
10.1371/journal.pone.0076783,mendeley,US,1
10.1371/journal.pone.0076783,mendeley,NL,1
10.1371/journal.pone.0076783,mendeley,BR,1
10.1002/qj.2054,mendeley,RU,1
10.1002/qj.2054,mendeley,US,2
10.1002/qj.2054,mendeley,KR,1
10.1002/qj.2054,mendeley,GB,1
10.1016/j.amepre.2013.03.017,twitter,BL,1
10.1016/j.amepre.2013.03.017,twitter,AU,1
10.1016/j.amepre.2013.03.017,twitter,US,2
10.1016/j.amepre.2013.03.017,twitter,GB,1
10.1016/j.amepre.2013.03.017,mendeley,IN,2
10.1016/j.amepre.2013.03.017,mendeley,JP,1
10.1016/j.amepre.2013.03.017,mendeley,TZ,1
10.1016/j.amepre.2013.03.017,mendeley,IL,1
10.1016/j.amepre.2013.03.017,mendeley,IE,2
10.1016/j.amepre.2013.03.017,mendeley,ES,1
10.1016/j.amepre.2013.03.017,mendeley,LU,1
10.1016/j.amepre.2013.03.017,mendeley,AR,2
10.1016/j.amepre.2013.03.017,mendeley,BR,2
10.1016/j.amepre.2013.03.017,mendeley,SE,1
10.1016/j.amepre.2013.03.017,mendeley,PT,2
10.1016/j.amepre.2013.03.017,mendeley,US,17
10.1016/j.amepre.2013.03.017,mendeley,MY,3
10.1016/j.amepre.2013.03.017,mendeley,NL,3
10.1016/j.amepre.2013.03.017,mendeley,AU,1
10.1016/j.amepre.2013.03.017,mendeley,CH,2
10.1016/j.amepre.2013.03.017,mendeley,GB,10
10.1016/j.amepre.2013.03.017,mendeley,LT,1
10.1016/j.amepre.2013.03.017,mendeley,CA,6
10.1002/qj.1944,mendeley,DE,1
10.2196/jmir.2793,twitter,GR,1
10.2196/jmir.2793,twitter,US,2
10.2196/jmir.2793,twitter,ES,3
10.2196/jmir.2793,mendeley,CH,1
10.2196/jmir.2793,mendeley,US,3
10.2196/jmir.2793,mendeley,CA,1
10.1089/tmj.2012.0175,twitter,IE,1
10.1089/tmj.2012.0175,twitter,US,1
10.1089/tmj.2012.0175,twitter,GB,1
10.1089/tmj.2012.0175,mendeley,US,1
10.1182/blood-2012-11-466722,twitter,US,3
10.1182/blood-2012-11-466722,mendeley,FR,2
10.1182/blood-2012-11-466722,mendeley,DE,2
10.1182/blood-2012-11-466722,mendeley,US,3
10.1182/blood-2012-11-466722,mendeley,ES,1
10.1182/blood-2012-11-466722,mendeley,BR,1
10.1016/j.chemosphere.2012.09.035,mendeley,DE,2
10.1016/j.chemosphere.2012.09.035,mendeley,US,1
10.1016/j.chemosphere.2012.09.035,mendeley,BE,1
10.1016/j.chemosphere.2012.09.035,mendeley,IT,2
10.1016/j.chemosphere.2012.09.035,mendeley,BR,1
10.1016/j.chemosphere.2012.09.035,mendeley,FR,1
10.1016/j.chemosphere.2012.09.035,mendeley,ES,3
10.1016/j.chemosphere.2012.09.035,mendeley,CL,1
10.1377/hlthaff.2013.0827,mendeley,US,5
10.1377/hlthaff.2013.0827,mendeley,ZA,2
10.1126/scitranslmed.3006034,twitter,JP,1
10.1126/scitranslmed.3006034,twitter,CH,1
10.1126/scitranslmed.3006034,twitter,US,13
10.1126/scitranslmed.3006034,twitter,PE,1
10.1126/scitranslmed.3006034,twitter,GB,3
10.1126/scitranslmed.3006034,mendeley,IN,1
10.1126/scitranslmed.3006034,mendeley,GB,1
10.1126/scitranslmed.3006034,mendeley,US,8
10.1126/scitranslmed.3006034,mendeley,CA,1
10.1016/j.watres.2013.09.062,mendeley,KE,1
10.1016/j.watres.2013.09.062,mendeley,US,2
10.1016/j.watres.2013.09.062,mendeley,ID,1
10.1016/j.watres.2013.09.062,mendeley,NL,1
10.1016/j.watres.2013.09.062,mendeley,AU,1
10.1016/j.watres.2013.09.062,mendeley,CH,1
10.1016/j.watres.2013.09.062,mendeley,BR,1
10.1017/s0950268812002427,mendeley,GB,1
10.1017/s0950268812002427,mendeley,SE,1
10.2217/cer.13.17,mendeley,US,2
10.2217/cer.13.17,mendeley,GB,1
10.1016/j.biombioe.2013.07.002,mendeley,JP,1
10.1016/j.biombioe.2013.07.002,mendeley,IN,1
10.1016/j.biombioe.2013.07.002,mendeley,US,2
10.1016/j.biombioe.2013.07.002,mendeley,CA,1
10.1377/hlthaff.2013.0323,twitter,US,8
10.1377/hlthaff.2013.0323,twitter,GB,1
10.1377/hlthaff.2013.0323,mendeley,US,3
10.1016/j.cossms.2013.10.001,mendeley,IT,1
10.1016/j.cossms.2013.10.001,mendeley,RU,1
10.1016/j.cossms.2013.10.001,mendeley,US,3
10.1016/j.cossms.2013.10.001,mendeley,DE,2
10.1016/j.cossms.2013.10.001,mendeley,IR,1
10.1016/j.cossms.2013.10.001,mendeley,BR,2
10.1007/s11116-012-9445-2,mendeley,FR,1
10.1016/j.jbusres.2012.02.040,mendeley,IT,1
10.1016/j.jbusres.2012.02.040,mendeley,PT,2
10.1016/j.jbusres.2012.02.040,mendeley,MY,2
10.1016/j.jbusres.2012.02.040,mendeley,DE,3
10.1016/j.jbusres.2012.02.040,mendeley,DK,1
10.1016/j.jbusres.2012.02.040,mendeley,BR,9
10.1016/j.jbusres.2012.02.040,mendeley,FR,1
10.1016/j.jbusres.2012.02.040,mendeley,RO,1
10.1016/j.jbusres.2012.02.040,mendeley,GB,1
10.3201/eid1911.121843,mendeley,DE,1
10.3201/eid1911.121843,mendeley,PT,1
10.3201/eid1911.121843,mendeley,US,1
10.3201/eid1911.121843,mendeley,AU,1
10.3201/eid1911.121843,mendeley,FR,1
10.3201/eid1911.121843,mendeley,GB,1
10.1016/j.idairyj.2012.11.004,mendeley,ID,1
10.1016/j.idairyj.2012.11.004,mendeley,BR,1
10.1016/j.respol.2012.07.002,twitter,ID,1
10.1016/j.respol.2012.07.002,mendeley,PE,1
10.1016/j.respol.2012.07.002,mendeley,DE,1
10.1016/j.respol.2012.07.002,mendeley,CZ,1
10.1016/j.respol.2012.07.002,mendeley,PT,3
10.1016/j.respol.2012.07.002,mendeley,BR,3
10.1016/j.respol.2012.07.002,mendeley,IT,5
10.1016/j.respol.2012.07.002,mendeley,GR,1
10.1016/j.respol.2012.07.002,mendeley,ES,2
10.1016/j.respol.2012.07.002,mendeley,KR,1
10.1016/j.respol.2012.07.002,mendeley,IN,1
10.1016/j.respol.2012.07.002,mendeley,GB,6
10.1093/intqhc/mzt043,twitter,CA,1
10.1088/0965-0393/21/8/085011,mendeley,DE,1
10.1088/0965-0393/21/8/085011,mendeley,JP,1
10.1088/0965-0393/21/8/085011,mendeley,PL,1
10.1088/0965-0393/21/8/085011,mendeley,US,2
10.1088/0965-0393/21/8/085011,mendeley,BE,1
10.1088/0965-0393/21/8/085011,mendeley,FR,1
10.1088/0965-0393/21/8/085011,mendeley,GB,1
10.1080/19440049.2013.804953,twitter,US,2
10.1080/19440049.2013.804953,twitter,NL,1
10.1080/19440049.2013.804953,twitter,AU,1
10.1080/19440049.2013.804953,twitter,CA,1
10.1080/19440049.2013.804953,twitter,FR,1
10.1080/19440049.2013.804953,twitter,GB,3
10.1080/19440049.2013.804953,mendeley,NZ,1
10.1182/blood-2013-03-490565,twitter,JP,6
10.1182/blood-2013-03-490565,twitter,IN,1
10.1182/blood-2013-03-490565,twitter,US,7
10.1182/blood-2013-03-490565,mendeley,ES,2
10.1182/blood-2013-03-490565,mendeley,NO,1
10.1182/blood-2013-03-490565,mendeley,DK,1
10.1182/blood-2013-03-490565,mendeley,US,8
10.1182/blood-2013-03-490565,mendeley,GB,2
10.1182/blood-2013-03-490565,mendeley,FR,1
10.1182/blood-2013-03-490565,mendeley,KR,1
10.1182/blood-2013-03-490565,mendeley,CA,1
10.1016/j.autcon.2013.05.008,mendeley,TW,1
10.1016/j.autcon.2013.05.008,mendeley,SI,1
10.1016/j.autcon.2013.05.008,mendeley,US,1
10.1016/j.autcon.2013.05.008,mendeley,AU,1
10.1016/j.autcon.2013.05.008,mendeley,DK,1
10.1016/j.autcon.2013.05.008,mendeley,BR,1
10.1016/j.autcon.2013.05.008,mendeley,FR,1
10.1016/j.autcon.2013.05.008,mendeley,PT,1
10.1016/j.autcon.2013.05.008,mendeley,GB,3
10.1002/qj.2023,mendeley,GB,1
10.1002/qj.2023,mendeley,CA,1
10.1002/wrcr.20317,mendeley,US,3
10.1002/wrcr.20317,mendeley,CA,1
10.3390/ijerph10115629,mendeley,ID,1
10.3390/ijerph10115629,mendeley,PT,1
10.3390/ijerph10115629,mendeley,US,3
10.3390/ijerph10115629,mendeley,BR,1
10.2471/blt.12.117085,twitter,US,3
10.2471/blt.12.117085,mendeley,ID,1
10.2471/blt.12.117085,mendeley,NL,1
10.2471/blt.12.117085,mendeley,BR,1
10.1111/jcap.12031,mendeley,NZ,1
10.1111/jcap.12031,mendeley,AU,1
10.1111/jcap.12031,mendeley,GB,1
10.1016/j.ijpe.2012.08.012,mendeley,DK,1
10.1016/j.ijpe.2012.08.012,mendeley,HU,1
10.1016/j.ijpe.2012.08.012,mendeley,CO,2
10.1016/j.ijpe.2012.08.012,mendeley,BR,5
10.1016/j.ijpe.2012.08.012,mendeley,PT,4
10.1016/j.ijpe.2012.08.012,mendeley,US,1
10.1016/j.ijpe.2012.08.012,mendeley,MY,1
10.1016/j.ijpe.2012.08.012,mendeley,AU,2
10.1016/j.ijpe.2012.08.012,mendeley,AT,1
10.1016/j.ijpe.2012.08.012,mendeley,FR,3
10.1016/j.ijpe.2012.08.012,mendeley,ZA,1
10.1016/j.ijpe.2012.08.012,mendeley,CA,1
10.1128/aem.01419-13,twitter,US,2
10.1128/aem.01419-13,mendeley,US,1
10.1128/aem.01419-13,mendeley,BR,1
10.1016/j.vaccine.2013.07.076,twitter,US,1
10.1016/j.vaccine.2013.07.076,mendeley,IT,1
10.1016/j.vaccine.2013.07.076,mendeley,IN,1
10.1016/j.vaccine.2013.07.076,mendeley,PT,1
10.1016/j.vaccine.2013.07.076,mendeley,ID,1
10.1016/j.vaccine.2013.07.076,mendeley,GB,2
10.2174/1874613620130812003,twitter,US,1
10.2174/1874613620130812003,twitter,ZA,1
10.2174/1874613620130812003,twitter,GB,1
10.1001/jama.2013.6882,twitter,NO,1
10.1001/jama.2013.6882,twitter,US,15
10.1001/jama.2013.6882,twitter,AR,1
10.1001/jama.2013.6882,twitter,EG,1
10.1001/jama.2013.6882,twitter,AU,3
10.1001/jama.2013.6882,twitter,JP,2
10.1001/jama.2013.6882,twitter,BA,1
10.1001/jama.2013.6882,twitter,VE,1
10.1001/jama.2013.6882,twitter,ES,3
10.1001/jama.2013.6882,twitter,TR,1
10.1001/jama.2013.6882,twitter,CA,2
10.1007/s10439-013-0750-5,twitter,US,1
10.1007/s10439-013-0750-5,mendeley,CH,1
10.1007/s10439-013-0750-5,mendeley,GB,1
10.1016/j.envsoft.2012.09.006,mendeley,FI,1
10.1016/j.envsoft.2012.09.006,mendeley,DE,1
10.1016/j.envsoft.2012.09.006,mendeley,JP,1
10.1016/j.envsoft.2012.09.006,mendeley,MX,1
10.1016/j.envsoft.2012.09.006,mendeley,TW,1
10.1016/j.envsoft.2012.09.006,mendeley,BR,3
10.1016/j.envsoft.2012.09.006,mendeley,PT,1
10.1016/j.envsoft.2012.09.006,mendeley,US,6
10.1016/j.envsoft.2012.09.006,mendeley,NL,3
10.1016/j.envsoft.2012.09.006,mendeley,SE,1
10.1016/j.envsoft.2012.09.006,mendeley,FR,2
10.1016/j.envsoft.2012.09.006,mendeley,GB,4
10.1016/j.envsoft.2012.09.006,mendeley,CZ,1
10.1016/j.envsoft.2012.09.006,mendeley,IN,1
10.1016/j.envsoft.2012.09.006,mendeley,HU,1
10.1016/j.envsoft.2012.09.006,mendeley,CO,2
10.1016/j.envsoft.2012.09.006,mendeley,ES,3
10.1016/j.envsoft.2012.09.006,mendeley,KE,1
10.1016/j.envsoft.2012.09.006,mendeley,AR,2
10.1016/j.envsoft.2012.09.006,mendeley,AU,2
10.1016/j.envsoft.2012.09.006,mendeley,CH,1
10.1016/j.envsoft.2012.09.006,mendeley,CA,3
10.1016/j.envsoft.2012.09.006,mendeley,MY,2
10.1371/journal.pone.0083354,twitter,US,3
10.1371/journal.pone.0083354,mendeley,CH,1
10.1371/journal.pone.0083354,mendeley,US,2
10.1371/journal.pone.0083354,mendeley,GB,2
10.1377/hlthaff.2013.0308,twitter,US,17
10.1377/hlthaff.2013.0308,twitter,NP,1
10.1377/hlthaff.2013.0308,twitter,GR,1
10.1377/hlthaff.2013.0308,twitter,FR,2
10.1377/hlthaff.2013.0308,twitter,PR,1
10.1377/hlthaff.2013.0308,mendeley,US,9
10.1377/hlthaff.2013.0308,mendeley,QA,1
10.1377/hlthaff.2013.0308,mendeley,CA,1
10.1016/j.applthermaleng.2012.03.024,mendeley,CN,2
10.1016/j.applthermaleng.2012.03.024,mendeley,GB,2
10.1016/j.applthermaleng.2012.03.024,mendeley,MK,1
10.1016/j.applthermaleng.2012.03.024,mendeley,SE,1
10.1159/000343986,twitter,GB,1
10.1159/000343986,mendeley,CH,1
10.1159/000343986,mendeley,GB,1
10.1159/000343986,mendeley,CA,1
10.1159/000353630,twitter,AU,1
10.1159/000353630,mendeley,CL,1
10.1159/000353630,mendeley,PT,1
10.1159/000353630,mendeley,US,2
10.1159/000353630,mendeley,MY,1
10.1159/000353630,mendeley,UY,1
10.1159/000353630,mendeley,CH,1
10.1159/000353630,mendeley,CA,1
10.1159/000353630,mendeley,CO,1
10.1159/000353630,mendeley,ES,3
10.1159/000353630,mendeley,GB,1
10.1159/000353630,mendeley,SE,1
10.1002/nur.21563,twitter,US,2
10.1002/nur.21563,twitter,NL,1
10.1002/nur.21563,mendeley,ES,1
10.1016/j.lrp.2013.08.023,twitter,AE,1
10.1016/j.lrp.2013.08.023,twitter,US,3
10.1016/j.lrp.2013.08.023,twitter,NO,1
10.1016/j.lrp.2013.08.023,twitter,BE,1
10.1016/j.lrp.2013.08.023,twitter,ZA,6
10.1016/j.lrp.2013.08.023,twitter,GB,6
10.1016/j.lrp.2013.08.023,mendeley,DE,8
10.1016/j.lrp.2013.08.023,mendeley,JP,1
10.1016/j.lrp.2013.08.023,mendeley,DK,4
10.1016/j.lrp.2013.08.023,mendeley,PL,1
10.1016/j.lrp.2013.08.023,mendeley,IE,1
10.1016/j.lrp.2013.08.023,mendeley,BR,1
10.1016/j.lrp.2013.08.023,mendeley,PT,2
10.1016/j.lrp.2013.08.023,mendeley,US,2
10.1016/j.lrp.2013.08.023,mendeley,NL,1
10.1016/j.lrp.2013.08.023,mendeley,IR,2
10.1016/j.lrp.2013.08.023,mendeley,HK,1
10.1016/j.lrp.2013.08.023,mendeley,SE,1
10.1016/j.lrp.2013.08.023,mendeley,FR,3
10.1016/j.lrp.2013.08.023,mendeley,GB,8
10.1016/j.lrp.2013.08.023,mendeley,NO,1
10.1016/j.lrp.2013.08.023,mendeley,IN,4
10.1016/j.lrp.2013.08.023,mendeley,IT,4
10.1016/j.lrp.2013.08.023,mendeley,HU,1
10.1016/j.lrp.2013.08.023,mendeley,CO,5
10.1016/j.lrp.2013.08.023,mendeley,ES,4
10.1016/j.lrp.2013.08.023,mendeley,RO,1
10.1016/j.lrp.2013.08.023,mendeley,ZA,3
10.1016/j.lrp.2013.08.023,mendeley,MY,2
10.1016/j.lrp.2013.08.023,mendeley,CH,8
10.1016/j.lrp.2013.08.023,mendeley,AT,1
10.1016/j.lrp.2013.08.023,mendeley,LT,1
10.1016/j.lrp.2013.08.023,mendeley,MX,1
10.2134/jeq2012.0463,mendeley,CO,1
10.1111/vox.12034,mendeley,ES,1
10.1111/vox.12034,mendeley,AU,1
10.1080/10438599.2013.788838,mendeley,FI,1
10.1002/aqc.2346,twitter,GB,3
10.1080/00207543.2012.701778,mendeley,DE,3
10.1080/00207543.2012.701778,mendeley,GR,1
10.1080/00207543.2012.701778,mendeley,PT,1
10.1080/00207543.2012.701778,mendeley,GB,1
10.1080/00207543.2012.701778,mendeley,SE,1
10.1080/09537325.2013.823151,mendeley,IT,1
10.1080/09537325.2013.823151,mendeley,ZA,1
10.1080/09537325.2013.823151,mendeley,BR,2
10.1080/10630732.2012.735105,twitter,ES,1
10.1080/10630732.2012.735105,mendeley,JP,1
10.1080/10630732.2012.735105,mendeley,ES,2
10.1080/10630732.2012.735105,mendeley,US,2
10.1080/10630732.2012.735105,mendeley,ZA,1
10.1080/10630732.2012.735105,mendeley,GB,2
10.1111/1746-692x.12020,mendeley,CH,1
10.1111/1746-692x.12020,mendeley,FR,1
10.1111/1746-692x.12020,mendeley,RO,1
10.1111/1746-692x.12020,mendeley,TR,1
10.1111/1746-692x.12020,mendeley,GB,1
10.1377/hlthaff.2013.0680,twitter,US,25
10.1377/hlthaff.2013.0680,twitter,IE,1
10.1377/hlthaff.2013.0680,twitter,GB,2
10.1377/hlthaff.2013.0680,twitter,FR,1
10.1377/hlthaff.2013.0680,twitter,ES,1
10.1377/hlthaff.2013.0680,twitter,CH,1
10.1377/hlthaff.2013.0680,mendeley,GB,1
10.1377/hlthaff.2013.0680,mendeley,CA,1
10.1016/j.strueco.2013.06.005,mendeley,ID,1
10.1016/j.strueco.2013.06.005,mendeley,BE,1
10.1016/j.strueco.2013.06.005,mendeley,PT,1
10.1016/j.strueco.2013.06.005,mendeley,MY,1
10.1016/j.strueco.2013.06.005,mendeley,CH,1
10.1016/j.strueco.2013.06.005,mendeley,GR,1
10.1016/j.strueco.2013.06.005,mendeley,AR,1
10.1016/j.strueco.2013.06.005,mendeley,IN,1
10.1016/j.strueco.2013.06.005,mendeley,BR,1
10.1016/j.gloenvcha.2013.02.007,mendeley,DE,4
10.1016/j.gloenvcha.2013.02.007,mendeley,NO,1
10.1016/j.gloenvcha.2013.02.007,mendeley,BE,2
10.1016/j.gloenvcha.2013.02.007,mendeley,DK,1
10.1016/j.gloenvcha.2013.02.007,mendeley,CO,1
10.1016/j.gloenvcha.2013.02.007,mendeley,SE,1
10.1016/j.gloenvcha.2013.02.007,mendeley,US,5
10.1016/j.gloenvcha.2013.02.007,mendeley,MY,1
10.1016/j.gloenvcha.2013.02.007,mendeley,NL,3
10.1016/j.gloenvcha.2013.02.007,mendeley,AU,1
10.1016/j.gloenvcha.2013.02.007,mendeley,BR,1
10.1016/j.gloenvcha.2013.02.007,mendeley,GB,6
10.1177/0284185113477399,twitter,BR,1
10.1177/0284185113477399,mendeley,DK,1
10.1080/13600818.2013.805741,mendeley,CO,1
10.1080/13600818.2013.805741,mendeley,GB,1
10.1016/j.renene.2012.01.029,mendeley,IE,1
10.1016/j.renene.2012.01.029,mendeley,PT,1
10.1016/j.renene.2012.01.029,mendeley,RO,1
10.1016/j.renene.2012.01.029,mendeley,AU,1
10.1377/hlthaff.2012.0289,twitter,FR,2
10.1377/hlthaff.2012.0289,twitter,NO,1
10.1377/hlthaff.2012.0289,twitter,US,44
10.1377/hlthaff.2012.0289,mendeley,IN,1
10.1377/hlthaff.2012.0289,mendeley,US,1
10.1377/hlthaff.2012.0289,mendeley,CA,1
10.1016/j.envint.2013.02.010,twitter,PH,1
10.1016/j.envint.2013.02.010,twitter,CN,1
10.1016/j.envint.2013.02.010,twitter,ID,1
10.1016/j.envint.2013.02.010,twitter,DE,1
10.1016/j.envint.2013.02.010,twitter,IE,1
10.1016/j.envint.2013.02.010,twitter,ES,1
10.1016/j.envint.2013.02.010,twitter,GB,4
10.1016/j.envint.2013.02.010,twitter,BE,2
10.1016/j.envint.2013.02.010,twitter,US,25
10.1016/j.envint.2013.02.010,twitter,AU,5
10.1016/j.envint.2013.02.010,twitter,UY,1
10.1016/j.envint.2013.02.010,twitter,CH,1
10.1016/j.envint.2013.02.010,twitter,CL,1
10.1016/j.envint.2013.02.010,twitter,NP,1
10.1016/j.envint.2013.02.010,twitter,CA,7
10.1016/j.envint.2013.02.010,mendeley,PE,1
10.1016/j.envint.2013.02.010,mendeley,DE,1
10.1016/j.envint.2013.02.010,mendeley,CN,1
10.1016/j.envint.2013.02.010,mendeley,SI,1
10.1016/j.envint.2013.02.010,mendeley,US,7
10.1016/j.envint.2013.02.010,mendeley,MY,1
10.1016/j.envint.2013.02.010,mendeley,ES,1
10.1016/j.envint.2013.02.010,mendeley,BR,1
10.1016/j.envint.2013.02.010,mendeley,FR,2
10.1016/j.envint.2013.02.010,mendeley,ZA,1
10.1016/j.envint.2013.02.010,mendeley,GB,2
10.1093/cid/cit070,twitter,US,7
10.1093/cid/cit070,twitter,JP,13
10.1093/cid/cit070,twitter,ES,2
10.1093/cid/cit070,twitter,GB,3
10.1093/cid/cit070,mendeley,AU,2
10.1093/cid/cit070,mendeley,US,5
10.1093/cid/cit070,mendeley,FR,1
10.1093/cid/cit070,mendeley,PL,1
10.1093/cid/cit070,mendeley,DK,1
10.1093/cid/cit070,mendeley,JP,1
10.1093/cid/cit070,mendeley,CA,1
10.1093/cid/cit070,mendeley,MZ,1
10.1093/cid/cit070,mendeley,ES,1
10.1093/cid/cit070,mendeley,GB,6
10.1093/cid/cit070,mendeley,SE,1
10.1186/1748-5908-8-5,twitter,US,1
10.1186/1748-5908-8-5,twitter,AU,1
10.1186/1748-5908-8-5,mendeley,FR,1
10.1186/1748-5908-8-5,mendeley,GB,2
10.1016/j.socscimed.2013.05.036,twitter,NZ,1
